微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,,,,,,,,,,
J60dmCqVD,【教育部要求严格国际学生申请资格：需近4年在海外实际居住2年以上】近几年，出现了部分学生父母双方或一方为中国公民、本人出生即具有外国国籍，在中国境内接受基础教育，以国际学生身份申请进入高等学校本专科阶段学习的情况，受到社会关注。教育部出台《通知》明确，除符合学校的其他报名资格外，申请者还须满足最近4年之内有在外国实际居住2年以上的记录。对移民并获得外国国籍后申请作为国际学生进入我高等学校本专科阶段学习的，除符合学校的其他报名资格外，仍须持有有效的外国护照或国籍证明文件4年（含）以上，且最近4年之内有在外国实际居住2年以上的记录！                  原图                             ,,http://wx2.sinaimg.cn/large/005Y2yg1ly1gfn8kg7ayjj30qo122tcj.jpg,无,无,6/10/20 16:39,紫宝宝的Android,1829,87,270,,,,,,,,,,
J60KNdP8k,【钟南山李兰娟张文宏禁毒宣传片】第33个国际禁毒日即将到来，钟南山、李兰娟、张文宏三位权威专家出镜拍摄了一部禁毒宣传片，从科学角度揭露毒品危害，向大家特别是青少年倡导“健康人生，绿色无毒”理念。网友：抗疫天团也是禁毒天团↓↓珍爱生命，远离毒品！中国禁毒在线的微博视频  ,,无,"http://f.video.weibocdn.com/jlsxedltlx07DVRIsb7q0104120042Gb0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345794&ssig=g9%2ForjdWyx&KID=unistore,video",无,6/10/20 18:01,紫宝宝的Android,1969,354,226,,,,,,,,,,
J61rDnnDs,【美国警察VS香港警察：双语视频揭美式双标 让人“无法呼吸”】如果“自由和民主”可以用来为暴力辩解，为何“反种族歧视”不可以呢？这些不都是美国长期推崇的价值观吗？还是说这根本就是双标，揭示了美国的虚伪？CGTN的微博视频  ,,无,无,无,6/10/20 19:47,紫宝宝的Android,1081,200,136,,,,,,,,,,
J61H6vwAW,【华春莹说美方一些人看来世界上只有两种人】10日，针对蓬佩奥指摘汇丰银行支持香港国安法，外交部发言人华春莹表示，在美方的一些人看来，可能世界上只能有两种人，如果不是听美国的话，跟美国一起攻击中国，就一定是受到了中国的胁迫。这种看法实在是狭隘、可笑。我们敦促美方正确地看待涉港国安立法，停止挑拨离间，煽风点火，停止借涉港问题干涉中国内政，多做有利于香港繁荣稳定的事情，而不是相反！人民视频的微博视频                                 ,,无,"http://f.video.weibocdn.com/wlRs7jHDlx07DXq5ENqg010412008vl80E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622345792&ssig=ubtWw3%2Fpk9&KID=unistore,video",无,6/10/20 20:25,紫宝宝的Android,2868,717,190,,,,,,,,,,
J621Hp4WA,"【""农家女被冒名顶替上大学""一事，山东冠县成立调查组】有媒体报道，山东冠县人陈秋媛（化名）高考""落榜""16年后，报考成人教育学校填报信息时，才发现被冒名顶替上了山东理工大学。10日，@中国冠县 通报：责成县纪委监委、县公安局、县教育和体育局成立联合调查组调查，调查处理结果将及时向社会公布！  原图 ",,http://wx1.sinaimg.cn/large/005Y2yg1ly1gfni539wihj30qo0jrq48.jpg,无,无,6/10/20 21:15,紫宝宝的Android,3052,186,395,,,,,,,,,,
J62cihn2J,【严正执法！香港警察昨夜今晨拘捕53人】香港特区政府发布公报，9日晚大批示威者于香港中环一带聚集，不断叫嚣并多次堵塞马路。警方到场执法，部分人拒绝听从警方指示，警方驱散时一度使用最低武力。香港警方昨夜至今晨，在中环一带拘捕53人，涉嫌参与非法集结及未经批准集结等！海客新闻的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/2soyHvaelx07DWZdZ5cA01041200lVCQ0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345786&ssig=DkKsn855pW&KID=unistore,video",无,6/10/20 21:42,紫宝宝的Android,1449,129,232,,,,,,,,,,
J62jyiB3X,【美国：诚邀中国参加核军控谈判，中方：不去！】面对美国总统军控事务特使所谓的“中美俄三边军控谈判”邀请。华春莹吐槽：近两年美国不断毁约、退群。这样一个国家的官员谈论“有诚意的谈判”，给人一种非常荒谬和不真实的感觉！央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/QOC3JZZylx07DVRaeY7S010412003y300E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345784&ssig=sJ7jNT7%2F8u&KID=unistore,video",无,6/10/20 21:59,紫宝宝的Android,7592,786,331,,,,,,,,,,
J66kXmK1q,"【成都基地诞生最重熊猫宝宝 落地就猛吃！】5日，成都大熊猫繁育研究基地的大熊猫""圆润""和""艾莉""各自诞下一只雌性幼仔。其中，“艾莉”的幼仔初生体重达219克，是目前初生体重最重的宝宝。它刚出生便吃了6克母乳，远高于一般刚出生的大熊猫宝宝进食量。愿大熊猫越来越多！央视新闻的微博视频  ",,无,"http://f.video.weibocdn.com/xnScNZ3elx07DVveVrlC01041200lmcC0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345778&ssig=bl7tJtpYA2&KID=unistore,video",无,6/11/20 8:14,紫宝宝的Android,1170,113,186,,,,,,,,,,
J66Q8sFDL,【重庆男子21楼扔3块瓷砖砸伤2人被批捕】近日，重庆某小区5分钟连续有3块瓷砖从高空落下，将楼下一餐饮店冰柜砸坏，并砸伤该餐饮店老板及其妻子，造成二人轻微伤，犯罪嫌疑人任某被刑拘。5日，重庆市江北区检察院以涉嫌以危险方法危害公共安全罪，对任某批准逮捕！看看新闻Knews的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/CAQbJiKQlx07DM9X4EGI010412007kIK0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345777&ssig=x8GJZGT8Ku&KID=unistore,video",无,6/11/20 9:31,紫宝宝的Android,1041,66,195,,,,,,,,,,
J671ZEGpt,【31省区市新增新冠肺炎11例：上海新增境外输入病例6例】6月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例11例，均为境外输入病例（上海6例，广东3例，天津1例，福建1例）；无新增死亡病例；无新增疑似病例。　　当日新增治愈出院病例4例，解除医学观察的密切接触者358人，无重症病例。　　境外输入现有确诊病例61例（无重症病例），现有疑似病例1例。累计确诊病例1797例，累计治愈出院病例1736例，无死亡病例。　　截至6月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例62例（无重症病例），累计治愈出院病例78361例，累计死亡病例4634例，累计报告确诊病例83057例，现有疑似病例1例。累计追踪到密切接触者750487人，尚在医学观察的密切接触者3179人。　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者4例（境外输入3例）；当日转为确诊病例1例（境外输入1例）；当日解除医学观察29例（境外输入4例）；尚在医学观察无症状感染者129例（境外输入45例）。　　累计收到港澳台地区通报确诊病例1595例。其中，香港特别行政区1107例（出院1051例，死亡4例），澳门特别行政区45例（出院45例），台湾地区443例（出院431例，死亡7例）。                  原图                             ,,http://wx3.sinaimg.cn/large/005Y2yg1ly1gfo4bb8z4ej30u03mnb1g.jpg,无,无,6/11/20 10:00,紫宝宝的Android,157,15,42,,,,,,,,,,
J67qsq9YK,【祝贺！我国成功发射海洋一号D星】6月11日2时31分，我国在太原卫星发射中心用长征二号丙运载火箭成功发射海洋一号D星。这是我国第四颗海洋水色系列卫星，将与海洋一号C星组成我国首个海洋民用业务卫星星座，提升对全球海洋水色、海岸带资源与生态环境的有效观测能力！我们的太空的微博视频  ,,无,"http://f.video.weibocdn.com/xOLOr6OZlx07DYatwAKc010412004pex0E010.mp4?label=mp4_hd&template=368x654.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&Expires=1622345769&ssig=W56Qd%2FoEjR&KID=unistore,video",无,6/11/20 11:00,紫宝宝的Android,764,102,127,,,,,,,,,,
J67Fn2f85,"【世卫回应新冠去年8月已传播：无证据支持，哈佛大学论文不能说明问题】日前，哈佛大学医学院一团队发表论文称，通过分析武汉医院附近交通流量和相关百度搜索认为，新冠肺炎在去年8月底就可能传播。10日，世卫组织就此回应称，不能对医院停车场汽车数量的变化做过多解读，然后""跳跃""两三个推论，将此同新冠肺炎疫情相联系！海客新闻的秒拍视频                                 ",,无,"http://miaopai.video.weibocdn.com/hpr3LwNnlx07DYrR6xQQ01041200axAl0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345768&ssig=NXWyBl3vlX&KID=unistore,video",无,6/11/20 11:37,紫宝宝的Android,1340,112,200,,,,,,,,,,
J6831hEto,【惊险！消防员救下悬挂14楼窗外儿童】9日，昆明市五华区春城慧谷一小孩整个身体悬挂在14楼窗外，随时有可能坠落，情况危急。云南@五华消防 救援人员从16楼住户家中利用绳索下降至孩子被困位置，成功救下小孩。消防部门提醒：家长外出时一定不要将年幼子女单独留在家中！云南消防的微博视频  ,,无,"http://f.video.weibocdn.com/004yjgQMgx07DVOG5qzZ010412006UBn0E010.mp4?label=mp4_hd&template=480x832.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622345761&ssig=e1Tp1btMQK&KID=unistore,video",无,6/11/20 12:35,紫宝宝的Android,1023,83,158,,,,,,,,,,
J68H4dTDe,【为生命开道！交警积水中狂奔为救护车开道】6月7日晚，暴雨突袭贵州安顺市，交警李建坤在疏导过往车辆时，发现一辆救护车拉着警报逆向行驶。李建坤立刻反应，他趟着积水奔跑指挥车辆有序靠边让行，为逆行救护车开道。这一幕让人感动↓青蕉视频的微博视频  ,,无,"http://f.video.weibocdn.com/002WqS4agx07DVSI3YTt01041200agaT0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345760&ssig=kicb7x%2F7MA&KID=unistore,video",无,6/11/20 14:14,紫宝宝的Android,888,86,100,,,,,,,,,,
J69cJxYmO,"【空降兵走着下飞机是什么感受】近日，空军空降兵某旅通过民航运输等方式将人员、物资和武器装备投送至数千公里之外的西北高原某地。当伞兵听到民航乘机安全须知时，坐得端端正正，真是乖巧惹人爱。有兵哥哥说，""确实比我们的飞机小，包还放不下""…央视军事的微博视频  ",,无,"http://f.video.weibocdn.com/LJCEFv3Glx07DSVfg44001041200giLi0E010.mp4?label=mp4_hd&template=480x852.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622345759&ssig=anKm9Ek%2FNG&KID=unistore,video",无,6/11/20 15:32,紫宝宝的Android,1669,117,164,,,,,,,,,,
J69tMehYa,【辛苦了暴雨救援官兵满身泥泞吃着饭】最后夹菜的画面，好暖~致敬中国军人！军人之家的微博视频  ,,无,无,无,6/11/20 16:14,紫宝宝的Android,3114,238,353,,,,,,,,,,
J6a5K7MGF,【嫦娥四号科学家获世界航天奖，祝贺！】据@中国探月工程  吴伟仁、于登云、孙泽洲等“嫦娥四号”任务团队优秀代表，获国际宇航联合会2020“世界航天奖”。这是该奖项70年来首次授予中国航天科学家。目前，“嫦娥四号”创造多个世界第一，是月表工作时间最长的人类探测器。祝贺中国航天人！  [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/005Y2yg1ly1gfohto917tj30qo0mz40o.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1gfohtop35bj30qo0oumz8.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1gfohtp3jrsj30qo079myg.jpg,http://ww4.sinaimg.cn/large/005Y2yg1ly1gfohtpuhfoj30qo0uajx9.jpg",无,无,6/11/20 17:47,紫宝宝的Android,1110,187,124,,,,,,,,,,
J6aoAsrt7,【北京新增1例新冠肺炎病例】唐某某，男，52岁，北京市人，家住西城区月坛街道西便门东大街，于昨天下午因间断发热到辖区医院发热门诊就诊。患者自述，近两周无出京史，无外来人员密切接触史，样本核酸检测为阳性，经专家诊断为新冠肺炎确诊病例。详情↓央视新闻的微博视频  ,,无,"http://f.video.weibocdn.com/23rRaYZplx07DZ2frqcw01041200f19d0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345755&ssig=PfinI0Ivnf&KID=unistore,video",无,6/11/20 18:34,紫宝宝的Android,525,49,103,,,,,,,,,,
J6aI5yW0m,【山东通报农家女被顶替上大学：顶替者被停职】据山东省冠县人民政府微信公众号消息，媒体报道的“农家女被冒名顶替上大学”确有其事，顶替者为当地某街道办事处工作人员，目前已被停职，后续正在进一步调查中！  原图 ,,http://wx4.sinaimg.cn/large/005Y2yg1ly1gfokjsfqdxj30qo0ko76f.jpg,无,无,6/11/20 19:22,紫宝宝的Android,1564,115,248,,,,,,,,,,
J6aXDdpoR,【国台办：美军机飞越台湾是严重挑衅事件】针对媒体报道9日1架美军C-40A运输机飞越台湾，国台回应称，这是一起非法行径和严重挑衅事件，对此表示强烈不满和坚决反对。严正警告民进党当局不要误判形势，不要低估全体中国人民维护国家主权和领土完整的坚强意志和坚定决心，立即停止上述行径！  原图 ,,http://wx1.sinaimg.cn/large/005Y2yg1ly1gfohyjv8o0j31910u0whh.jpg,无,无,6/11/20 20:00,紫宝宝的Android,1538,83,251,,,,,,,,,,
J6ba6xwfW,外交部回应哈佛大学新冠论文：漏洞百出、粗制滥造！人民视频的微博视频  ,,无,"http://f.video.weibocdn.com/Kz5SQc65lx07DZ19Tjwc01041200a5CF0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1622345754&ssig=cddsZozcUt&KID=unistore,video",无,6/11/20 20:31,紫宝宝的Android,2218,473,159,,,,,,,,,,
J6btmjcyW,【滴滴回应网传司机性侵直播：已报警，正紧急核实】针对网传信息，@滴滴出行 6月11日晚回应称，已报警并正在紧急核实，一旦有进展会向社会公众及时公开！  原图 ,,http://wx3.sinaimg.cn/large/005Y2yg1ly1gfonx4a57rj30u00f7q5o.jpg,无,无,6/11/20 21:18,紫宝宝的Android,3387,443,480,,,,,,,,,,
J6bJpel9R,【中国近20年人口排行变化：粤鲁豫位列前三名】今天是中国人口日，2019年末中国大陆总人口突破14亿。那么，中国哪个地区人口最多？你所在的省份排第几？戳视频↓↓青流视频的秒拍视频  ,,无,"http://miaopai.video.weibocdn.com/mEgFCFt5lx07DYVCWYD601041200kCD30E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1622345753&ssig=IQwDtKc4JJ&KID=unistore,video",无,6/11/20 21:58,紫宝宝的Android,568,83,194,,,,,,,,,,
J6fAns31D,【带自动翻面功能的熊猫】天气不错，熊猫们又开始尝试新的“晾晒”功能了。网友：太可爱了，想养！iPanda熊猫频道的微博视频早安！  ,,无,"http://f.video.weibocdn.com/000oKjThgx07DAOoKnDi0104120078zZ0E010.mp4?label=mp4_hd&template=480x852.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1622345752&ssig=%2F9AaSze5EZ&KID=unistore,video",无,6/12/20 7:47,紫宝宝的Android,1677,258,340,,,,,,,,,,
