日期,热搜标题,热度,标签,新冠（0/1）,回应,Label-level-1,Label-level-2,Label-level-3
2020年07月22日11点数据,杭州失踪女子,982981,社会热点-社会热点,,,,,
2020年08月15日11点数据,苏醒,415412,软新闻-娱乐圈,,,,,
2020年06月08日23点数据,怪你过分美丽高以翔纪念特辑,170985,软新闻-娱乐圈,,,,,
2020年09月28日23点数据,教育部明确有矛盾可变更博士生导师,1261551,社会热点-社会热点,,,,,
2020年02月01日23点数据,杭州市民可免费预约申领口罩,602263,社会热点-社会热点,,,,,
2020年03月01日23点数据,爆裂风车,401188,软新闻-休闲,,,,,
2020年12月19日23点数据,宋紫薇,584829,软新闻-娱乐圈,,,,,
2019年11月15日11点数据,蚌埠大火,302815,社会热点-灾难,,,,,
2020年04月13日11点数据,校园情侣们的神奇操作,445870,软新闻-休闲,,,,,
2020年11月21日11点数据,中国人脸识别第一案判了,448971,社会热点-社会热点,,,,,
2020年04月18日23点数据,快乐大本营,655264,软新闻-娱乐圈,,,,,
2020年06月24日23点数据,小孩子的玩具有多好玩,152421,软新闻-休闲,,,,,
2020年06月25日11点数据,新型毒品伪装成香烟奶茶巧克力,770854,社会热点-社会热点,,,,,
2020年01月27日23点数据,最新疫情地图,3294376,社会热点-社会热点,1,,,,
2020年07月19日23点数据,这红绿灯我能看一天,249606,软新闻-休闲,,,,,
2020年08月01日23点数据,尹正R1SE热舞,202181,软新闻-娱乐圈,,,,,
2020年06月07日23点数据,安崎对1cm的执着,159452,软新闻-娱乐圈,,,,,
2020年03月31日23点数据,武汉市民鞠躬送北京援鄂医护回家,315252,社会热点-社会热点,,,,,
2020年12月18日23点数据,王乐乐 杨清柠,941929,软新闻-娱乐圈,,,,,
2020年10月24日11点数据,中小学工资分配向班主任倾斜,60558,社会热点-社会热点,,,,,
2020年11月28日23点数据,高以翔女友晒合照悼念,362803,软新闻-娱乐圈,,,,,
2020年02月07日23点数据,鼓励有条件的机构开展核酸检测,303748,社会热点-社会热点,,,,,
2020年10月12日23点数据,当李雪琴听到有人喊王建国,533193,软新闻-娱乐圈,,,,,
2020年05月19日23点数据,袁隆平李子柒获聘农民丰收节推广大使,1235505,软新闻-娱乐圈,,,,,
2020年04月26日23点数据,星爵老婆怀孕,1114581,软新闻-娱乐圈,,,,,
2020年08月24日11点数据,贺梅,121537,软新闻-娱乐圈,,,,,
2019年12月25日23点数据,90后女生立遗嘱将房产留闺蜜,441623,社会热点-社会热点,,,,,
2020年08月14日23点数据,CNN反驳特朗普所谓中国病毒说法,737792,国际新闻-中美关系,,,,,
2020年10月24日23点数据,苹果将使用高通5G基带至2023年,309721,社会热点-社会热点,,,,,
2020年06月25日11点数据,货车侧翻满车iPhone被烧,154032,社会热点-社会热点,,,,,
2020年09月10日23点数据,日本将于16日确定新首相人选,969628,国际新闻-国际新闻（与中国无关）,,,,,
2020年01月18日11点数据,电影中国女排改名,220521,软新闻-娱乐圈,,,,,
2020年05月09日23点数据,江苏句容百万株欧月同时盛开,213622,软新闻-休闲,,,,,
2020年02月02日23点数据,白岩松对话温州市市长,1538973,社会热点-社会热点,,,,,
2020年05月24日11点数据,美国新冠病毒感染病例超过161万例,595535,国际新闻-国际新闻（与中国无关）,1,,,,
2019年12月19日11点数据,韩国国务总理秘书室突遭搜查,776713,国际新闻-国际新闻（与中国无关）,,,,,
2020年06月28日11点数据,快乐大本营选常驻新人,113437,软新闻-娱乐圈,,,,,
2020年12月19日23点数据,一诺状态,1070000,软新闻-娱乐圈,,,,,
2020年08月03日23点数据,许凯问给李泽锋打call会掉粉吗,563158,软新闻-娱乐圈,,,,,
2020年01月04日23点数据,傅首尔 恨我的人你放下了吗,2538342,软新闻-娱乐圈,,,,,
2020年03月11日23点数据,张伟丽被强制医疗停赛2个月,1164930,软新闻-娱乐圈,,,,,
2020年11月17日11点数据,香港一尼泊尔餐厅深夜起火致7死,205657,社会热点-灾难,,,,,
2020年11月13日23点数据,张文宏谈上海为何没有全员筛检,311802,社会热点-社会热点,,,,,
2020年12月31日11点数据,B站跨年晚会预告,154848,软新闻-娱乐圈,,,,,
2020年08月17日23点数据,朱一龙想演灰太狼,344165,软新闻-娱乐圈,,,,,
2020年09月26日23点数据,其实胃也是有脾气的,409043,软新闻-休闲,,,,,
2020年06月05日23点数据,曾可妮 孙芮,852497,软新闻-娱乐圈,,,,,
2020年07月30日23点数据,吉野家将关闭含中国市场内150家门店,394698,社会热点-社会热点,,,,,
2020年04月22日11点数据,美国新冠病毒感染病例超过82万,293147,国际新闻-国际新闻（与中国无关）,1,,,,
2020年12月08日23点数据,亚洲社交媒体具有影响力明星,297304,软新闻-休闲,,,,,
2020年02月01日11点数据,返岗工作这些事你要知道,295964,软新闻-休闲,,,,,
2020年05月07日23点数据,坠入黄河孕妇遗体被找到,786229,社会热点-社会热点,,,,,
2020年08月14日23点数据,路小北见到植物人肖枫,442824,软新闻-娱乐圈,,,,,
2020年10月02日11点数据,5名江苏援湖北医疗队员重访武汉,299113,社会热点-社会热点,,,,,
2020年06月03日23点数据,舒兰高三学生二次复课战高考,548526,软新闻-休闲,,,,,
2020年03月09日23点数据,美股熔断,2229873,国际新闻-国际新闻（与中国无关）,,,,,
2020年07月23日11点数据,服装行业全年蒸发4000亿,210602,社会热点-经济,,,,,
2020年08月17日23点数据,网店推陪骂代骂服务,267065,软新闻-休闲,,,,,
2020年05月14日11点数据,游客掰断两颗数万年石钟乳,171290,社会热点-社会热点,,,,,
2020年02月26日11点数据,美国正式启动瑞德西韦临床试验,236948,国际新闻-国际新闻（与中国无关）,,,,,
2020年07月30日23点数据,李登辉病亡,3416953,社会热点-社会热点,,,,,
2020年10月11日11点数据,温柔野着,182241,软新闻-休闲,,,,,
2020年12月09日23点数据,刘耀文机票掉坑里了,300940,软新闻-娱乐圈,,,,,
2020年09月20日23点数据,央视镜头下的女明星,1901701,软新闻-休闲,,,,,
2020年10月01日11点数据,别车泼咖啡男子被公诉,215971,软新闻-休闲,,,,,
2020年03月27日11点数据,李易峰 jinjinwawa,1416814,软新闻-娱乐圈,,,,,
2020年04月18日11点数据,科比女儿获选WNBA荣誉新秀,1177669,软新闻-娱乐圈,,,,,
2020年03月30日11点数据,外籍男子拒戴口罩不服从管理限期出境,183321,社会热点-社会热点,,,,,
2019年12月29日23点数据,央视曝光考研作弊利益链,1314034,社会热点-社会热点,,,,,
2020年02月24日23点数据,李佳琦直播,583628,软新闻-娱乐圈,,,,,
2020年06月28日23点数据,孙正义今年第三家公司破产,1079110,社会热点-社会热点,,,,,
2020年12月11日11点数据,宋轶带苹果走红毯,159224,软新闻-娱乐圈,,,,,
2020年09月02日11点数据,Angelababy回复章子怡,1845950,软新闻-娱乐圈,,,,,
2020年06月02日11点数据,江苏将对重大行政决策实行终身责任追究,220192,社会热点-社会热点,,,,,
2020年03月09日23点数据,思政课上出现王源,483048,软新闻-娱乐圈,,,,,
2020年10月20日23点数据,任豪王者ID,372897,软新闻-娱乐圈,,,,,
2020年02月21日23点数据,沈腾公主抱华晨宇,1245730,软新闻-娱乐圈,,,,,
2020年10月08日23点数据,被提拔到情话行列的词语,320262,软新闻-休闲,,,,,
2020年06月29日11点数据,花一个月工资给108名毕业生买鞋,150800,软新闻-休闲,,,,,
2020年10月01日23点数据,蔡徐坤佟丽娅合唱,338147,软新闻-娱乐圈,,,,,
2020年07月11日11点数据,日本棒球比赛放机器人当球迷,85059,国际新闻-国际新闻（与中国无关）,,,,,
2020年05月27日11点数据,湖北新增无症状感染者22例,689915,社会热点-趋势,1,,,,
2020年06月27日23点数据,创造营,777485,软新闻-娱乐圈,,,,,
2020年09月23日11点数据,好莱坞拍郎朗传记片,178566,软新闻-娱乐圈,,,,,
2020年12月28日23点数据,刘诗诗演的蒋南孙好有气质,634921,软新闻-娱乐圈,,,,,
2020年03月09日11点数据,全网最暴躁的小猫,188800,软新闻-休闲,,,,,
2020年10月23日23点数据,男子耗7个月证明我爸是我爸未果,527355,软新闻-休闲,,,,,
2020年04月30日23点数据,你眼中的浙江是什么样子,443182,软新闻-休闲,,,,,
2020年08月22日23点数据,执医,189420,软新闻-休闲,,,,,
2020年01月31日23点数据,火神山2月3日可收治病人,1257873,社会热点-社会热点,,,,,
2020年04月17日11点数据,重拍老照片,143000,软新闻-休闲,,,,,
2020年01月13日23点数据,西宁路面塌陷,584944,社会热点-灾难,,,,,
2020年12月28日23点数据,了不起的女孩,387109,软新闻-休闲,,,,,
2019年11月15日23点数据,矮个子女生更受欢迎的原因,340599,软新闻-休闲,,,,,
2019年12月23日11点数据,东京奥运民宿价格上涨至23倍,665110,国际新闻-国际新闻（与中国无关）,,,,,
2019年12月11日23点数据,护肤之路有多难,196223,软新闻-休闲,,,,,
2020年03月02日23点数据,给小时候的自己道个歉,355812,软新闻-休闲,,,,,
2020年08月13日11点数据,黄金,267934,社会热点-经济,,,,,
2020年07月09日23点数据,李子柒番茄红了,1952453,软新闻-娱乐圈,,,,,
2020年07月25日23点数据,综艺效果拉满的意外场面,370741,软新闻-休闲,,,,,
2020年02月23日11点数据,当当网澄清声明,382415,软新闻-休闲,,,,,
2019年12月14日23点数据,薛之谦歌迷土拨鼠叫,243427,软新闻-娱乐圈,,,,,
2020年07月07日11点数据,高考,812695,软新闻-休闲,,,,,
2020年03月14日11点数据,意大利累计确诊新冠肺炎17660例,303484,国际新闻-国际新闻（与中国无关）,1,,,,
2020年08月07日23点数据,中秋国庆可预约夜游八达岭长城,274175,软新闻-休闲,,,,,
2020年05月23日23点数据,你和同学在教室的样子,148641,软新闻-休闲,,,,,
2020年07月27日23点数据,美国多地再次爆发大规模抗议活动,1151537,国际新闻-国际新闻（与中国无关）,,,,,
2019年12月14日11点数据,北京朝霞,1487072,软新闻-休闲,,,,,
2020年12月19日23点数据,章子怡说马嘉祺谢可寅争气,712860,软新闻-娱乐圈,,,,,
2019年11月30日11点数据,若风道歉,71112,软新闻-娱乐圈,,,,,
2020年04月14日11点数据,世卫组织将公布解封时须参考的6项标准,136655,国际新闻-国际新闻（与中国无关）,,,,,
2020年06月10日23点数据,祁连山区发现珍稀野生动物,193434,社会热点-社会热点,,,,,
2020年04月30日23点数据,新闻联播评蓬佩奥正在向全世界叫板,762444,社会热点-社会热点,,,,,
2020年11月28日23点数据,高校寒假时间,480998,社会热点-社会热点,,,,,
2020年08月08日23点数据,4AM19杀吃鸡,216171,软新闻-娱乐圈,,,,,
2019年11月19日23点数据,易建联23分,188900,软新闻-娱乐圈,,,,,
2020年11月22日11点数据,雷霆战将编剧,111146,软新闻-娱乐圈,,,,,
2020年02月29日11点数据,深圳学生录制全英文抗疫演讲,505241,社会热点-社会热点,1,,,,
2020年09月02日23点数据,卖水救母女孩被哈尔滨医科大学录取,366023,社会热点-社会热点,,,,,
2020年08月04日11点数据,故宫角楼月亮,114070,社会热点-社会热点,,,,,
2020年08月26日11点数据,天津餐饮协会回应男女版盒饭,138211,社会热点-社会热点,,回应,,,
2020年04月19日11点数据,同年同月同日生是什么体验,870198,软新闻-休闲,,,,,
2020年06月27日23点数据,朱朝阳严良白背心造型,571947,软新闻-娱乐圈,,,,,
2020年11月26日11点数据,CPTPP是什么,105230,社会热点-社会热点,,,,,
2020年01月29日23点数据,李九松去世,1368772,软新闻-娱乐圈,,,,,
2020年05月19日11点数据,密室大逃脱2,684515,软新闻-娱乐圈,,,,,
2020年03月05日23点数据,海拔800米的万亩樱花开了,312166,软新闻-休闲,,,,,
2020年03月25日11点数据,当你收到开学通知时,190898,软新闻-休闲,,,,,
2020年08月06日23点数据,欧阳娜娜停机坪大片,256723,软新闻-娱乐圈,,,,,
2019年12月22日23点数据,郭麒麟曾被阚清子喝趴下,419089,软新闻-娱乐圈,,,,,
2020年05月20日23点数据,美军F35A战机坠毁,187394,国际新闻-国际新闻（与中国无关）,,,,,
2020年12月03日11点数据,李晋晔詹秋怡CP感,213621,软新闻-娱乐圈,,,,,
2020年12月10日11点数据,研招网,163933,软新闻-休闲,,,,,
2020年05月13日11点数据,新西兰总理重申坚持一中政策,233401,国际新闻-国际新闻（与中国相关，非美国）,,,,,
2020年04月27日11点数据,当爸妈问我价格时,178233,软新闻-休闲,,,,,
2020年10月28日23点数据,十九届五中全会,276794,社会热点-社会热点,,,,,
2020年07月02日11点数据,中国公司市值500强,259718,社会热点-社会热点,,,,,
2020年06月14日23点数据,当伞兵听到民航乘机安全须知,96042,软新闻-休闲,,,,,
2020年02月23日23点数据,黄文军医生感染新冠肺炎去世,343745,社会热点-社会热点,1,,,,
2019年11月27日23点数据,小妇人确认引进内地,429433,社会热点-社会热点,,,,,
2020年04月19日23点数据,Ella闻JonyJ头皮,1326948,软新闻-娱乐圈,,,,,
2020年11月08日23点数据,天津进入战时状态,917246,社会热点-社会热点,,,,,
2020年06月22日11点数据,天津病例同事多次赴京,1087951,社会热点-社会热点,1,,,,
2020年12月22日23点数据,张典娜方否认与李晋晔恋情,568005,软新闻-娱乐圈,,,,,
2020年11月19日23点数据,外交部斥美所谓应对中国崛起10项任务,330474,国际新闻-中美关系,,,,,
2020年10月08日23点数据,SN晋级八强,705160,软新闻-娱乐圈,,,,,
2020年05月22日23点数据,香港考评局取消涉中日关系不当试题,595743,国际新闻-香港问题,,,,,
2020年05月27日23点数据,大乐透,897484,社会热点-社会热点,,,,,
2020年01月22日11点数据,新型肺炎确诊440例死亡9例,8772875,社会热点-趋势,1,,,,
2020年03月02日11点数据,武磊造乌龙,317790,社会热点-社会热点,,,,,
2020年07月02日23点数据,发热门诊患者争取4小时报告核酸结果,880720,社会热点-社会热点,,,,,
2020年11月12日23点数据,秦昊问伊能静快递有他几件,4017440,软新闻-娱乐圈,,,,,
2020年10月02日23点数据,中餐厅,335980,软新闻-娱乐圈,,,,,
2020年01月30日11点数据,汉莎航空停飞内地73班航线,557718,社会热点-社会热点,,,,,
2020年04月07日11点数据,朱广权累瘫了,1375346,软新闻-娱乐圈,,,,,
2020年08月06日11点数据,三星发布会,538598,软新闻-休闲,,,,,
2020年05月10日11点数据,上海建桥学院,314798,软新闻-休闲,,,,,
2020年07月29日11点数据,BBC出的蛋炒饭教程,114750,软新闻-休闲,,,,,
2020年10月06日11点数据,夫妻之间有多默契,407121,软新闻-休闲,,,,,
2020年03月10日23点数据,泉州酒店搜救犬贝贝四肢感染,928609,软新闻-休闲,,,,,
2020年05月25日11点数据,悬崖村的初中生,63095,社会热点-社会热点,,,,,
2020年08月08日23点数据,陈坤生图,354792,软新闻-娱乐圈,,,,,
2020年10月22日23点数据,李佳琦直播间,416604,软新闻-娱乐圈,,,,,
2020年05月17日23点数据,杀破狼,392312,软新闻-娱乐圈,,,,,
2020年05月02日11点数据,木村姐妹直播,255309,软新闻-娱乐圈,,,,,
2020年08月12日23点数据,刘心悠,265390,软新闻-娱乐圈,,,,,
2020年06月28日11点数据,郭士强下课,965626,软新闻-娱乐圈,,,,,
